id,meta_value,post_parent,post_title,Post_Content,post_excerpt,post_name,post_type,post_status
3871,16086,0,شیر نارگیل,,,coconut-milk,product,publish
7925,13017,3879,فلفل دلمه ای رنگی - یک کیلوگرم±5%,,وزن: یک کیلوگرم±5%,%d9%81%d9%84%d9%81%d9%84-%d8%af%d9%84%d9%85%d9%87-%d8%b1%d9%86%da%af%db%8c,product_variation,publish
3885,20112,0,کلم بروکلی خرد شده بامیکا,<h2>کلم بروکلی</h2>  بروکلی یکی از سبزیجات کلمی است؛ این سبزی به خاطر تأثیرات سلامتی مفید خود مشهور هستند و گاهی اوقات به‌عنوان «سوپر سبزیجات» یاد می‌شوند. بروکلی غنی از مواد مغذی زیادی ازجمله فیبر، ویتامین C، ویتامین K، آهن و پتاسیم است. بروکلی در مقایسه با سایر سبزیجات حاوی پروتئین بیشتری است. بروکلی به‌صورت خام و هم پخته قابل‌مصرف است، اما تحقیقات اخیر نشان می‌دهد که بروکلی بخارپز شده بیشترین فواید سلامتی را دارد.    بروکلی حاوی درصد بالایی ویتامین C است که خود یک آنتی‌اکسیدان مهم برای تقویت سیستم ایمنی و سلامت پوست محسوب می‌شود. همچنین ویتامین K موجود در بروکلی نقش مهمی در لخته شدن خون و در مواقع خونریزی‌های داخلی و خارجی دارد. همچنین این ویتامین سلامت استخوان‌ها را نیز ارتقا می‌بخشد. از سوی دیگر <em>اسید فولیک موجود در بروکلی </em> برای زنان باردار بسیار حائز اهمیت است. بروکلی حاوی کاروتنوئیدهای مفید ازجمله لوتیین، زاکسانتین و بتا کاروتن است که همگی در سلامت چشم نقش مؤثری دارند.    کلم بروکلی حاوی پتاسیم است که این ماده معدنی ضروری برای کنترل فشار خون و پیش‌گیری از بیماری‌های قلبی عروقی بسیار حائز اهمیت است.    کلم بروکلی بامیکا به‌صورت کاملاً مکانیزه و بدون دخالت دست، شسته و ضدعفونی شده به‌گونه‌ای که برای مصرف نیازی به شستشوی مجدد ندارند و در بسته‌بندی‌های شفاف پلاستیکی بسته‌بندی و عرضه می‌شوند و تا زمان مصرف به‌منظور حفظ تازگی و طراوت محصول باید در یخچال (5-0 درجه سانتی‌گراد) نگهداری شوند.  <h2>بامیکا</h2>  شرکت بامیکا عرضه‌کننده‌ انواع سبزیجات تازه، شسته و ضدعفونی شده به‌صورت کامل یا خردشده بسته‌بندی شده است. شست‌وشو و ضدعفونی کردن سبزیجات از اهمیت بالایی برخوردار است لذا در راستای این هدف کارشناسان شرکت طی سال‌های گذشته مطالعات وسیعی در زمینه روند تولید کاملاً مکانیزه و حفظ کیفیت و بهداشت و سلامت انواع سبزیجات و سالادها با به‌کارگیری روش‌های ضدعفونی و آزمون‌های میکروبی و شیمیایی به‌منظور حذف میکروارگانیسم‌ها و پاتوژن‌ها و تخم انگل‌ها و حشرات انجام داده‌اند و درنهایت محصول نهایی مورد تائید وزارت بهداشت قرار گرفته به‌گونه‌ای که محصول نهایی قابل رقابت با نمونه‌های مشابه خارجی است.,<h6>📍این محصول شسته شده و ضدعفونی شده می‌باشد</h6>  <h3>منبع سرشار از:</h3>  <ul>    <li>فسفر</li>    <li>آهن</li>    <li>منیزیوم</li>    <li>کلسیم</li>    <li>پتاسیم</li>    <li>ویتامین A</li>    <li>ویتامین C</li>    <li>ویتامین K</li>  </ul>,bamika-chopped-broccoli,product,publish
3887,17576,0,بی بی هویج نگرو,,,%d8%a8%db%8c-%d8%a8%db%8c-%d9%87%d9%88%db%8c%d8%ac-%d9%86%da%af%d8%b1%d9%88,product,publish
7923,13015,3891,بادمجان رسمی - یک کیلوگرم±5%,,وزن: یک کیلوگرم±5%,%d8%a8%d8%a7%d8%af%d9%85%d8%ac%d8%a7%d9%86-%d8%b1%d8%b3%d9%85%db%8c,product_variation,publish
3892,11377,0,توت فرنگی جیرفت,,,strawberry-jiraft,product,publish
3893,11066,0,نارنگی بندری,,,%d9%86%d8%a7%d8%b1%d9%86%da%af%db%8c-%d8%a8%d9%86%d8%af%d8%b1%db%8c,product,publish
20192,32099,0,اسنک آرتسینا پنیری ولارته,,,artesina-cheese-vellarte-snack,product,publish
8056,11107,3877,نارنگی شیرین - یک کیلوگرم±5%,,وزن: یک کیلوگرم±5%,%d9%86%d8%a7%d8%b1%d9%86%da%af%db%8c,product_variation,publish
20194,32101,0,اسنک لوله ای کم نمک ولارته,,,velarte-low-salt-tubular-snack,product,publish
3922,11060,0,کیوی,,,kiwi-2,product,publish
7916,11101,3932,خیار رسمی - یک کیلوگرم±5%,,وزن: یک کیلوگرم±5%,%d8%ae%db%8c%d8%a7%d8%b1-%d8%b1%d8%b3%d9%85%db%8c,product_variation,publish
3933,11135,0,خیار چنبر,,,%d8%ae%db%8c%d8%a7%d8%b1-%da%86%d9%86%d8%a8%d8%b1,product,publish
8071,12008,3934,پیاز زرد - یک کیلوگرم±5%,,وزن: یک کیلوگرم±5%,%d9%be%db%8c%d8%a7%d8%b2-%d8%b2%d8%b1%d8%af,product_variation,publish
3940,21652,0,حلقه های لیمو ارگانیک نافه 20عددی,,,lemon-rings,product,publish
3941,21441,0,دمنوش به و دارچین ارگانیک مهرما ۱۰۰ گرمی,,,%d8%af%d9%85%d9%86%d9%88%d8%b4-%d8%a8%d9%87-%d9%88-%d8%af%d8%a7%d8%b1%da%86%db%8c%d9%86-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%d9%85%d9%87%d8%b1%d9%85%d8%a7-%db%b1%db%b0%db%b0-%da%af%d8%b1%d9%85,product,publish
3942,21442,0,دمنوش به و هل ارگانیک مهرما ۱۰۰ گرمی,,,herbal-tea-and-cardamom,product,publish
3943,21443,0,دمنوش به و لیمو ارگانیک مهرما ۱۰۰ گرمی,,,drink-and-lemon,product,publish
3944,21444,0,دمنوش به و گل محمدی ارگانیک مهرما ۱۰۰ گرمی,,,herbal-tea-and-rose,product,publish
3945,21438,0,دانه کتان ارگانیک لینوودس,,,%d8%af%d8%a7%d9%86%d9%87-%da%a9%d8%aa%d8%a7%d9%86-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%d9%84%db%8c%d9%86%d9%88%d9%88%d8%af%d8%b3,product,publish
3946,17534,0,دانه کتان و چیا به همراه سیب و دارچین لینوودس,,,%d8%af%d8%a7%d9%86%d9%87-%da%a9%d8%aa%d8%a7%d9%86-%d9%88-%da%86%db%8c%d8%a7-%d8%a8%d9%87-%d9%87%d9%85%d8%b1%d8%a7%d9%87-%d8%b3%db%8c%d8%a8-%d9%88-%d8%af%d8%a7%d8%b1%da%86%db%8c%d9%86-%d9%84%db%8c,product,publish
3947,21448,0,پرتقال تو سرخ ارگانیک سمیع,,,%d9%be%d8%b1%d8%aa%d9%82%d8%a7%d9%84-%d8%aa%d9%88-%d8%b3%d8%b1%d8%ae-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%d8%b3%d9%85%db%8c%d8%b9,product,publish
3948,21449,0,پرتقال تامسون ارگانیک سمیع,,,%d9%be%d8%b1%d8%aa%d9%82%d8%a7%d9%84-%d8%aa%d8%a7%d9%85%d8%b3%d9%88%d9%86-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%d8%b3%d9%85%db%8c%d8%b9,product,publish
8055,11501,3930,سیب قرمز ممتاز - یک کیلوگرم±5%,,وزن: یک کیلوگرم±5%,%d8%b3%db%8c%d8%a8-%d8%b3%d8%b1%d8%ae-%d9%85%d9%85%d8%aa%d8%a7%d8%b2,product_variation,publish
3974,21450,0,نارنج ارگانیک سمیع,,,%d9%86%d8%a7%d8%b1%d9%86%d8%ac-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%d8%b3%d9%85%db%8c%d8%b9,product,publish
3975,17435,0,اسگیر سریال صبحانه میکس وانیل و شکلات بدون گلوتن ۳۷۵ گرمی,,,%d8%a7%d8%b3%da%af%db%8c%d8%b1-%d8%b3%d8%b1%db%8c%d8%a7%d9%84-%d8%b5%d8%a8%d8%ad%d8%a7%d9%86%d9%87-%d9%85%db%8c%da%a9%d8%b3-%d9%88%d8%a7%d9%86%db%8c%d9%84-%d9%88-%d8%b4%da%a9%d9%84%d8%a7%d8%aa-%d8%a8,product,publish
3976,23077,0,لازانیا 500 گرمی,<h2>لازانیا</h2>  لازانیا، این پاستای لایه لایه پرطرفدار؛ با ترکیبی لذیذ از گوشت،قارچ،فلفل دلمه،پنیر پیتزا و سس سفید در بسته بندی بهداشتی و غیرقابل نفوذ بامیکا تولید شده است.    وجه تمایز این محصول نسبت به محصولات مشابه موجود در بازار، استفاده بامیکا از مواد اولیه تازه و سالم است. این محصول با کیفیت، بدون مواد نگهدارنده و یک پیشنهاد عالی برای دوستداران لازانیاست که تهیه آن برای افراد به آسانی صورت می گیرد.  <h2>لازانیا خوشمزه و بهداشتی</h2>  استفاده از غذاهای آماده و نیمه آماده یک راه حل کاربردی برای افراد پرمشغله است که فرصت کافی برای پخت انواع غذا را ندارند. لازانیا از غذاهای پرطرفدار و محبوب در تمام سنین می باشد که  طبخ آن زمان بر است. مجموعه بامیکا با تولید انواع غذاهای آماده و سالم امکان دسترسی فوری افراد به غذاهایی با اصالت خانگی را فراهم کرده است.    این غذای محبوب ایتالیایی در بسته های یک نفره تولید شده است؛  و میتوان با گرم کردن در مایکروویو    با خیالی آسوده از بهداشتی بودن محصول، آن را سرو کرد. اگر به دنبال غذایی فوری و  درعین حال سلامت هستید، لازانیا بامیکا  یک پیشنهاد عالی برا شماست.  <h2>صنایع غذایی بامیکا</h2>  در سال ۱۳۸۵ تاسیس و در سال ۱۳۸۸ به عنوان اولین تولید کننده سالاد آماده مصرف در ایران با هدف تولید محصولات تازه از سبزیجات و میوه ها شروع به تولید و توزیع با نام تجاری بامیکا کرد.    سالادهای بسته‌بندی و سبزیجات آماده مصرف بامیکا، هم‌اکنون در ابعاد بسیار وسیع در رستوران‌ها، فروشگاه‌های زنجیره‌ای، ارگان‌ها و ادارات ارائه می‌شود. افتخار ما این است که در این زمینه پیشرو بوده‌ایم.    ماموریت ما سلامت، سهولت استفاده و سرعت همراه با تنوع، تازگی و خوشمزگی در تولید و عرضه سالاد، سبزی و میوه برای زندگی سالم‌تر، طولانی‌تر و پر نشاط‌تر برای مصرف‌کنندگان است.,,lasagna,product,publish
9777,23076,0,پاستا پنه آلفردو بامیکا,"<h2>پاستا آلفردو بامیکا</h2>  سبک زندگی این روزها ما را بیش از گذشته به‌سمت غذاهای ساده و البته طعم‌های متفاوت می‌کشاند. اینجاست که پای <a href=""https://shop.bamika.ir/product-category/foods/main-course/nations-food/"">غذاهای ملل</a> دیگر به سفره‌ی ما هم باز می‌شود. غذاهای ایتالیایی در میان رقابت غذای ملل همیشه طرفداران پروپاقرص خود را دارند. پاستا یکی از قدیمی‌ترین غذاهای ایتالیایی است. امروزه می‌توانید این پاستا را در اغلب رستوران‌های ایتالیایی و همچنین بیشتر کافه‌ها پیدا کنید و البته رد پای پخت آن را تا سال ۱۱۵۴ میلادی دنبال کنید. به‌صورت کلی پاستا زیرمجموعه‌ی نودل یا همان رشته‌فرنگی محسوب می‌شود و آن را از مایه‌ی خمیری تهیه‌شده از آرد و آب و البته گاه تخم‌مرغ می‌سازند.    <strong>پاستا</strong> یک اسم ایتالایی می‌باشد که برای این غذای فوق العاده لذیذ در نظر گرفته شده است که در انواع مختلف و طرز تهیه‌های دیگر قابل طبخ می باشد که به جرات می توان گفت که همه ی آن ها طعم‌های خاص و عالی خود را دارند. سس آلفردو یکی از سس‌های محبوب ایتالیایی است و به روش‌های مختلفی تهیه می‌شود که اصیل‌ترین آن‌ها تنها شامل پنیر، سیر، خامه و شیر است. اما زمانی‌که قارچ، مرغ یا سبزیجات را به این سس اضافه کنید، دنیایی از مزه‌های شگفت‌انگیز را تجربه خواهید کرد. در ادامه به آموزش محبوب‌ترین روش‌ یا طرز تهیه پاستا آلفردو می‌پردازیم، اما قبل از هر چیز اجازه دهید شما را با روش پخت سس آلفردو آشنا کنیم. با ما همراه باشید.  <h2>تاریخچه پاستا</h2>  پاستا انواع مختلفی دارد و 350 شکل مختلف برای آن آورده‌اند. جالب است بدانید ماکارونی، لازانیا، اسپاگتی و فوسیلی، همگی، ازجمله‌ی پاستاها محسوب می‌شوند. پاستا را به‌دو صورت خشکانده و تازه مصرف می‌کنند. درواقع پاستای خشکانده همان پاستای بسته‌بندی است که اغلب در سوپرمارکت‌های مختلف دم‌دست‌مان پیدا می‌کنیم، اما پاستای تازه را معمولاً در خانه درست می‌کنند. دستورهای مختلفی برای تهیه پاستا در منابع مختلف آمده است. قدیمی‌ترین طرز تهیه پاستا آلفردو در زبان انگلیسی به سال 1874 بازمی‌گردد که در یک کتاب آشپزی آن را توضیح داده‌اند.",<h4>مواد تشکیل دهنده:</h4>  <ul>    <li>پاستا پنه</li>    <li>سس مخصوص آلفردو</li>    <li>قارچ</li>    <li>سینه مرغ</li>    <li>ادویه مخصوص</li>    <li>پنیر پیتزا</li>    <li>خامه</li>  </ul>,penne-alfredo-bamica-pasta,product,publish
3978,24070,0,ساندویچ رست بیف چاودار,,,%d8%b3%d8%a7%d9%86%d8%af%d9%88%db%8c%da%86-%d8%b1%d8%b3%d8%aa-%d8%a8%db%8c%d9%81-%da%86%d8%a7%d9%88%d8%af%d8%a7%d8%b1,product,publish
3983,17680,0,سس سالسا هلیوس بدون گلوتن 300 گرمی,,مخصوص پیتزا,%d8%b3%d8%b3-%d8%b3%d8%a7%d9%84%d8%b3%d8%a7-%d9%87%d9%84%db%8c%d9%88%d8%b3-%d8%a8%d8%af%d9%88%d9%86-%da%af%d9%84%d9%88%d8%aa%d9%86-300-%da%af%d8%b1%d9%85%db%8c,product,publish
3984,24918,0,پیتزا استیک مخصوص بامیکا,<h2>پیتزا استیک بامیکا</h2>  پیتزا یک پیشنهاد وسوسه کننده غذایی ست، مخصوصا وقتی با تکه های استیک همراه باشد. این پیتزا شامل گوشت مغز ران،پنیرپیتزا،فلفل دلمه،سبزی جعفری،سیر،قارچ؛ در بسته بندی بهداشتی و غیرقابل نفوذ بامیکا تولید شده است.    وجه تمایز این محصول نسبت به محصولات مشابه موجود در بازار، استفاده بامیکا از مواد اولیه تازه و سالم است. این محصول با کیفیت، بدون مواد نگهدارنده و یک پیشنهاد مناسب برای دوستداران پیتزا است که تهیه آن برای افراد به آسانی صورت می گیرد.  <h2>خوشمزه و بهداشتی</h2>  استفاده از غذاهای آماده و نیمه آماده یک راه حل کاربردی برای افراد پرمشغله است که فرصت کافی برای پخت انواع غذا را ندارند. پیتزا استیک میتواند یک انتخاب عالی برا تامین نیاز پروتئینی افراد باشد. مجموعه بامیکا با تولید انواع غذاهای آماده و سالم امکان دسترسی فوری افراد به غذاهایی با اصالت خانگی را فراهم کرده است.    این پیتزای طرفدار ورزشکاران در بسته های یک نفره تولید شده است؛  و میتوان با گرم کردن در مایکروویو    با خیالی آسوده از بهداشتی بودن محصول، آن را سرو کرد. اگر به دنبال غذایی فوری و  درعین حال سلامت هستید، پیتزا استیک بامیکا  یک پیشنهاد مناسب برا شماست.  <h2>صنایع غذایی بامیکا</h2>  در سال ۱۳۸۵ تاسیس و در سال ۱۳۸۸ به عنوان اولین تولید کننده سالاد آماده مصرف در ایران با هدف تولید محصولات تازه از سبزیجات و میوه ها شروع به تولید و توزیع با نام تجاری بامیکا کرد.    سالادهای بسته‌بندی و سبزیجات آماده مصرف بامیکا، هم‌اکنون در ابعاد بسیار وسیع در رستوران‌ها، فروشگاه‌های زنجیره‌ای، ارگان‌ها و ادارات ارائه می‌شود. افتخار ما این است که در این زمینه پیشرو بوده‌ایم.    ماموریت ما سلامت، سهولت استفاده و سرعت همراه با تنوع، تازگی و خوشمزگی در تولید و عرضه سالاد، سبزی و میوه برای زندگی سالم‌تر، طولانی‌تر و پر نشاط‌تر برای مصرف‌کنندگان است.,<h3>مواد اولیه:</h3>  <ul>    <li>خمیر پیتزا مستطیلی 13*18 (تک نفره)</li>    <li>گوشت راسته گوساله</li>    <li>پیاز جعفری تازه</li>    <li>پنیر موزارلا</li>    <li>قارچ</li>    <li>سس مخصوص استیک</li>  </ul>,pizza-steak-for-bamika,product,publish
3985,24915,0,پیتزا سبزیجات مخصوص بامیکا,<h2>پیتزا سبزیجات بامیکا</h2>  پیتزا سبزیجات، غذایی دلخواه برای گیاهخوارن، متشکل از  پنیر پیتزا، سس کچاپ، گشنیز، فلفل دلمه، پوره گوجه،هویج ،پیاز،ذرت و قارچ؛ در بسته بندی بهداشتی و غیرقابل نفوذ بامیکا تولید شده است.    وجه تمایز این محصول نسبت به محصولات مشابه موجود در بازار، استفاده بامیکا از مواد اولیه تازه و سالم است. این محصول با کیفیت، بدون مواد نگهدارنده و یک گزینه مناسب برای طرفداران سبزیجات است  که تهیه آن برای افراد به آسانی صورت می گیرد.  <h2>خوشمزه و بهداشتی</h2>  استفاده از غذاهای آماده و نیمه آماده یک راه حل کاربردی برای افراد پرمشغله است که فرصت کافی برای پخت انواع غذا را ندارند. پیتزا سبزیجات یک غذای محبوب دربین گیاهخوران است. مجموعه بامیکا با تولید انواع غذاهای آماده و سالم امکان دسترسی فوری افراد به غذاهایی با اصالت خانگی را فراهم کرده است.    این غذای همساز با طبیعت در بسته های یک نفره تولید شده است؛  و میتوان با گرم کردن در مایکروویو    با خیالی آسوده از بهداشتی بودن محصول، آن را سرو کرد. اگر به دنبال غذایی فوری و  درعین حال سلامت هستید، پیتزا سبزیجات بامیکا  یک پیشنهاد رضایت بخش برا شماست.  <h2>صنایع غذایی بامیکا</h2>  در سال ۱۳۸۵ تاسیس و در سال ۱۳۸۸ به عنوان اولین تولید کننده سالاد آماده مصرف در ایران با هدف تولید محصولات تازه از سبزیجات و میوه ها شروع به تولید و توزیع با نام تجاری بامیکا کرد.    سالادهای بسته‌بندی و سبزیجات آماده مصرف بامیکا، هم‌اکنون در ابعاد بسیار وسیع در رستوران‌ها، فروشگاه‌های زنجیره‌ای، ارگان‌ها و ادارات ارائه می‌شود. افتخار ما این است که در این زمینه پیشرو بوده‌ایم.    ماموریت ما سلامت، سهولت استفاده و سرعت همراه با تنوع، تازگی و خوشمزگی در تولید و عرضه سالاد، سبزی و میوه برای زندگی سالم‌تر، طولانی‌تر و پر نشاط‌تر برای مصرف‌کنندگان است.,<h3>مواد اولیه:</h3>  <ul>    <li>خمیر پیتزا مستطیلی 13*18 سانتی متری (تک نفره)</li>    <li>پنیر پیتزا</li>    <li>فلفل دلمه</li>    <li>گشنیز</li>    <li>پوره گوچه فرنگی</li>    <li>هویج</li>    <li>پیاز</li>    <li>ذرت</li>    <li>قارچ</li>  </ul>,vegetable-pizza-for-bamika,product,publish
3986,24087,0,پیتزا لقمه مرغ مخصوص بامیکا,"<a href=""https://shop.bamika.ir/product/bamika-chicken-pizza-2/"">پیتزا لقمه مرغ مخصوص بامی</a>کا یکی از خوش هضم ترین خوراکی هاست.  <h3>پیتزا چیست؟</h3>  پیتزا در اصل یک غذای ایتالیایی است که به دلیل محبوبیت بالا، به سراسر جهان راه پیدا کرده است. پیتزا در سراسر جهان گونه های مختلفی دارد.    اگر می‌خواهید بیشتر راجب پیتزا بدانید و بهترین گزینه را برای خرید و نوش جان کردن انتخاب کنید، تا آخر این مقاله باما همراه باشید.  <h4>پخت اولین پیتزا در کدام کشور رایج شد؟</h4>  پیتزا غذایی است به شکل نان گرد صافی که در فر پخته می‌شود و معمولا روی آن را با سس گوجه فرنگی و پنیر می‌پوشانند، به علاوه مواد دلخواهی بر روی آن اضافه می‌گردد.    پیتزا به صورت گرم یا سرد، به صورت تمام تکه یا بخش بخش به فروش می‌رسد و یکی از غذاهای محبوب و خوشمزه فست فودها در جهان به شمار می‌آید.    بر طبق <a href=""http://cooking.akairan.com/ashpazi/piza1/12345.html"">یکی از افسانه‌های معاصر</a>، نمونه اولیه پیتزا یعنی پیتزا مارگاریتا، در سال 1899 اختراع شد، زمانی که کاخ سلطنتی کاپودیمونته از سر آشپز خود رافائل اسپوسیتو خواست تا به افتخار بازدید ملکه مارگاریتا از کاخ، غذایی جدید درست کند.    سرآشپز موفق شد سه غذای متفاوت به سبکی جدید درست کند. از میان سه غذای جدید، ملکه آن غذایی که شبیه به رنگ پرچم ایتالیا بود را ترجیح داد. قرمز(گوجه)، سفید(موزارلا)، سبز(ریحان)    ظاهراً این نوع پیتزا پس از ملکه تحت عنوان «پیتزا مارگاریتا» نام گذاری شد.    البته به نظر می‌رسد قدیمی‌ترین پیتزا که روی نان درست شده و ترکیبی از نان و خرما و پنیر بود در زمان پادشاهی داریوش اول و در ایران طبخ شده باشد.    این پیتزا غذای سربازان هخامنشی در زمان جنگ و کشورگشایی بود که آرد گندم و مواد خوراکی به دست آمده را بر روی سپر های خود می‌ریختند سپس بر روی آتش برای پختن قرار می‌دادند.    بعد از آن بود که یونانی‌ها طرز تهیه نان این غذای ساده، مقوی و خوشمزه را از ایرانی‌ها یاد گرفتند و اهالی جنوب ایتالیا هم از یونانی‌های مهاجر به ایتالیا یاد گرفتند تا این نان ساده متشکل از آب و آرد را درست کنند..    <strong>لطفا نظر خودرا پس از میل کردن پیتزا لقمه مرغ مخصوص بامیکا در قسمت دیدگاه محصول باما به اشتراک بگزارید</strong>",<h3>مواد اولیه:</h3>  <ul>    <li>مرغ چرخ کرده</li>    <li>فلفل دلمه سبز</li>    <li>قارچ</li>    <li>پیاز</li>    <li>ادویه مخصوص بامیکا</li>    <li>پنیر + خمیر پیتزا</li>  </ul>  <strong>این محصول در بسته‌بندی سیل (غیرقابل نفوذ) به شما ارائه می‌شود. تعداد در هر بسته: 9-10عدد</strong>,bamika-chicken-pizza-2,product,publish
4011,21465,0,چای سبز و نعنا مراکشی ارگانیک هیت و هیتر (Heath &amp; Heather),,,%da%86%d8%a7%db%8c-%d8%b3%d8%a8%d8%b2-%d9%88-%d9%86%d8%b9%d9%86%d8%a7-%d9%85%d8%b1%d8%a7%da%a9%d8%b4%db%8c-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%d9%87%db%8c%d8%aa-%d9%88-%d9%87%db%8c%d8%aa%d8%b1,product,publish
4012,21461,0,لپه ارگانیک کلان آذر ۹۰۰ گرمی,,,%d9%84%d9%be%d9%87-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%a9%d9%84%d8%a7%d9%86-%d8%a2%d8%b0%d8%b1-%db%b9%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c,product,publish
4013,21463,0,لوبیا چشم بلبلی ارگانیک کلان آذر ۹۰۰ گرمی,,,%d9%84%d9%88%d8%a8%db%8c%d8%a7-%da%86%d8%b4%d9%85-%d8%a8%d9%84%d8%a8%d9%84%db%8c-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%a9%d9%84%d8%a7%d9%86-%d8%a2%d8%b0%d8%b1-%db%b9%db%b0%db%b0-%da%af%d8%b1,product,publish
4014,21464,0,ماش ارگانیک کلان آذر ۹۰۰ گرمی,,,%d9%85%d8%a7%d8%b4-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%a9%d9%84%d8%a7%d9%86-%d8%a2%d8%b0%d8%b1-%db%b9%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c,product,publish
4015,21462,0,نخود ارگانیک کلان آذر ۹۰۰ گرمی,,,%d9%86%d8%ae%d9%88%d8%af-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%a9%d9%84%d8%a7%d9%86-%d8%a2%d8%b0%d8%b1-%db%b9%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c,product,publish
4016,21455,0,رب انار جنگلی ارگانیک گل سی ۷۰۰ گرمی,,,%d8%b1%d8%a8-%d8%a7%d9%86%d8%a7%d8%b1-%d8%ac%d9%86%da%af%d9%84%db%8c-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%af%d9%84-%d8%b3%db%8c-%db%b7%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c,product,publish
4017,21456,0,عرق نعنا ارگانیک گل سی,,,organic-mint-sweat,product,publish
4018,21457,0,عرق شاه تره ارگانیک گل سی,,,%d8%b9%d8%b1%d9%82-%d8%b4%d8%a7%d9%87-%d8%aa%d8%b1%d9%87-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%af%d9%84-%d8%b3%db%8c,product,publish
4019,21458,0,عرق کاسنی ارگانیک گل سی,,,%d8%b9%d8%b1%d9%82-%da%a9%d8%a7%d8%b3%d9%86%db%8c-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%af%d9%84-%d8%b3%db%8c,product,publish
4020,21459,0,عرق ترکیبی کبدی ارگانیک گل سی,,,%d8%b9%d8%b1%d9%82-%d8%aa%d8%b1%da%a9%db%8c%d8%a8%db%8c-%da%a9%d8%a8%d8%af%db%8c-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%af%d9%84-%d8%b3%db%8c,product,publish
4021,21460,0,مربا عسلی تمشک وحشی ارگانیک گل سی ۳۵۰ گرمی,,,%d9%85%d8%b1%d8%a8%d8%a7-%d8%b9%d8%b3%d9%84%db%8c-%d8%aa%d9%85%d8%b4%da%a9-%d9%88%d8%ad%d8%b4%db%8c-%d8%a7%d8%b1%da%af%d8%a7%d9%86%db%8c%da%a9-%da%af%d9%84-%d8%b3%db%8c-%db%b3%db%b5%db%b0-%da%af%d8%b1,product,publish
20200,32103,0,اسنک لوله ای با فیبر غنی شده ولارته,,,tube-snack-with-enriched-fiber-velarte,product,publish
4027,18014,0,خیار خار دار,,,special-pickles-2,product,publish
20205,32109,0,کینوا فلیکس بدون گلوتن اسگیر,,,asgir-gluten-free-quinoa-flakes,product,publish
4059,12101,0,ریواس,,,%d8%b1%db%8c%d9%88%d8%a7%d8%b3,product,publish
20199,32102,0,اسنک لوله ای پیکوئست کم نمک ولارته,,,piquest-tube-snack-low-salt-velarte,product,publish
20201,32104,0,پودر سوخاری کرانچی بدون گلوتن اسگیر,,,esgir-gluten-free-crunchy-breadcrumbs,product,publish
20202,32105,0,سریال صبحانه چوکوپتالوس بدون گلوتن اسگیر,,,esgir-gluten-free-chokoptalos-breakfast-series,product,publish
20203,32106,0,سریال صبحانه شکلاتی بدون شکر و گلوتن اسگیر,,,esgir-chocolate-breakfast-series-without-sugar-and-gluten,product,publish
20204,32107,0,سریال صبحانه پروتئین شکلاتی بدون گلوتن اسگیر,,,asgir-gluten-free-chocolate-protein-breakfast-series,product,publish
20206,32110,0,بیسکویت سبوسدار غلات جو دوسر گولون,,,golon-oatmeal-cereal-biscuit,product,publish
20207,32112,0,بیسکویت سبوسدار غلات جو دوسر شکلاتی گولون,,,whole-grain-biscuit-oatmeal-chocolate-golon,product,publish
20208,32113,0,بیسکویت سبوسدار غلات جو دوسر میوه ای گولون,,,whole-grain-biscuit-oatmeal-fruit-golon,product,publish
20209,32114,0,شکلات تلخ 92% بدون شکر والور,,,dark-chocolate-92-without-valor-sugar,product,publish
20210,32115,0,شکلات تلخ ایمپالس 70% بدون شکر والور,,,impulse-dark-chocolate-70-without-valor-sugar,product,publish
4103,11029,0,انجیر سیاه,,,black-figs,product,publish
4104,11160,0,شلیل انجیری,,,%d8%b4%d9%84%db%8c%d9%84-%d8%a7%d9%86%d8%ac%db%8c%d8%b1%db%8c,product,publish
4106,12030,0,بامیه,,,okra,product,publish
7892,11062,4107,لیمو ترش شیرازی - یک کیلوگرم±5%,,وزن: یک کیلوگرم±5%,%d9%84%db%8c%d9%85%d9%88-%d8%aa%d8%b1%d8%b4-%d8%b4%db%8c%d8%b1%d8%a7%d8%b2%db%8c,product_variation,publish
